,org/junit/Assert.java,org/junit/FixMethodOrder.java,org/junit/internal/builders/AllDefaultPossibilitiesBuilder.java,org/junit/internal/builders/AnnotatedBuilder.java,org/junit/internal/builders/IgnoredBuilder.java,org/junit/internal/builders/IgnoredClassRunner.java,org/junit/internal/builders/JUnit3Builder.java,org/junit/internal/builders/JUnit4Builder.java,org/junit/internal/builders/NullBuilder.java,org/junit/internal/builders/SuiteMethodBuilder.java,org/junit/internal/Classes.java,org/junit/internal/JUnitSystem.java,org/junit/internal/MethodSorter.java,org/junit/internal/RealSystem.java,org/junit/internal/requests/FilterRequest.java,org/junit/internal/runners/ErrorReportingRunner.java,org/junit/internal/runners/InitializationError.java,org/junit/internal/runners/JUnit38ClassRunner.java,org/junit/internal/runners/rules/RuleFieldValidator.java,org/junit/internal/runners/SuiteMethod.java,org/junit/internal/TextListener.java,org/junit/runner/Computer.java,org/junit/runner/Describable.java,org/junit/runner/Description.java,org/junit/runner/FilterFactories.java,org/junit/runner/FilterFactory.java,org/junit/runner/FilterFactoryParams.java,org/junit/runner/JUnitCommandLineParseResult.java,org/junit/runner/JUnitCore.java,org/junit/runner/manipulation/Filter.java,org/junit/runner/manipulation/Filterable.java,org/junit/runner/manipulation/NoTestsRemainException.java,org/junit/runner/notification/Failure.java,org/junit/runner/notification/RunListener.java,org/junit/runner/notification/RunNotifier.java,org/junit/runner/notification/StoppedByUserException.java,org/junit/runner/notification/SynchronizedRunListener.java,org/junit/runner/Request.java,org/junit/runner/Result.java,org/junit/runner/Runner.java,org/junit/runner/RunWith.java,org/junit/runners/BlockJUnit4ClassRunner.java,org/junit/runners/MethodSorters.java,org/junit/runners/model/Annotatable.java,org/junit/runners/model/FrameworkField.java,org/junit/runners/model/FrameworkMember.java,org/junit/runners/model/FrameworkMethod.java,org/junit/runners/model/InitializationError.java,org/junit/runners/model/RunnerBuilder.java,org/junit/runners/model/TestClass.java,org/junit/runners/ParentRunner.java,org/junit/runners/Suite.java,org/junit/validator/AnnotationsValidator.java,org/junit/validator/AnnotationValidator.java,org/junit/validator/AnnotationValidatorFactory.java,org/junit/validator/PublicClassValidator.java,org/junit/validator/TestClassValidator.java,org/junit/validator/ValidateWith.java
100,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,3,9,4,2,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
101,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,3,8,4,2,1,2,10,10,7,2,1,3,10,1,3,11,11,11,11,11,11
102,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,8,3,4,4,9,9,6,6,5,9,9,9,4,8,8,5,8,6,8,4,2,1,2,10,10,7,2,1,3,10,1,3,11,11,11,11,11,11
103,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,3,9,4,2,1,2,10,10,7,2,1,3,10,1,3,11,11,11,11,11,11
104,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,9,7,6,9,9,9,5,10,10,5,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
105,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,12,12,12,6,13,13,5,13,8,10,5,4,1,2,14,14,9,1,1,3,14,1,3,15,15,15,15,15,15
106,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,9,7,6,9,9,9,5,10,10,6,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
107,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
108,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,9,7,6,7,9,9,5,10,10,6,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
109,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,6,9,4,2,1,2,10,10,7,1,1,3,10,1,3,11,11,11,11,11,11
110,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,7,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
111,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
112,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,12,12,12,6,13,13,5,13,8,10,5,4,1,2,14,14,9,1,1,3,14,1,3,15,15,15,15,15,15
113,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,9,7,6,9,9,9,5,10,10,6,10,7,10,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
114,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,9,6,10,3,11,3,6,6,12,12,12,8,7,12,12,12,6,13,13,5,13,8,11,5,4,9,2,1,1,10,9,9,3,1,9,3,14,14,14,14,14,14
115,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,7,7,6,9,9,9,5,10,10,5,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
116,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,9,6,10,3,11,3,6,6,12,12,12,8,7,12,12,12,6,13,13,5,13,8,11,5,4,9,2,1,1,10,9,9,3,1,9,3,14,14,14,14,14,14
117,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,8,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
118,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,8,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
119,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,7,7,6,9,9,9,5,10,10,6,10,7,6,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
120,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
121,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,9,6,10,3,11,3,6,6,12,12,12,8,7,8,12,12,6,13,13,5,13,8,11,5,4,9,2,1,1,10,9,9,3,1,9,3,14,14,14,14,14,14
122,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,6,3,5,5,9,9,7,7,6,9,9,9,5,10,10,6,10,7,10,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
123,1,2,3,4,5,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,11,8,7,8,11,8,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
124,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,6,1,6,9,3,10,3,6,6,11,11,8,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
125,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,10,7,6,10,10,10,5,9,9,6,9,7,9,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
126,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,8,8,7,11,11,11,6,12,12,5,12,8,10,5,4,1,2,13,13,9,1,1,3,13,1,3,14,14,14,14,14,14
127,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,3,6,6,11,11,11,8,7,12,12,12,6,13,13,5,13,8,10,5,4,1,2,14,14,9,1,1,3,14,1,3,15,15,15,15,15,15
128,1,2,3,2,3,4,3,3,3,3,4,5,2,5,6,4,1,4,7,3,5,3,4,4,8,8,6,6,5,8,8,8,4,9,9,5,9,6,9,4,2,1,2,10,10,7,2,1,3,10,1,3,11,11,11,11,11,11
129,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
130,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,9,9,9,9,7,9,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
131,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,9,9,6,9,7,9,5,4,1,2,11,11,8,1,1,3,11,1,3,12,12,12,12,12,12
132,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
133,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
134,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,1,18
135,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,7,7,6,10,10,10,5,9,9,6,9,7,9,5,4,1,2,11,11,8,4,1,3,11,1,3,12,12,12,12,12,12
136,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,8,15,9,11,8,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
137,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
138,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
139,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
140,1,2,3,4,3,5,3,3,3,6,7,8,2,9,10,1,1,7,11,6,8,12,7,7,13,13,13,10,9,14,14,14,7,15,9,9,15,10,8,5,4,16,2,17,11,11,16,1,3,16,16,12,17,17,18,17,17,18
141,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
142,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
143,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
144,1,2,3,4,3,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,5,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
145,1,2,3,4,3,5,3,3,3,6,7,8,2,9,10,1,1,7,11,6,8,12,7,7,13,13,13,10,9,14,14,14,7,15,9,9,15,10,8,5,4,16,2,17,11,11,16,1,3,16,16,12,17,17,18,16,17,18
146,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
147,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
148,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
149,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
150,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
151,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,13,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
152,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,5,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
153,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,1,1,9,10,6,11,12,9,9,13,13,13,7,8,14,14,14,11,15,8,8,15,7,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
154,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,8,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
155,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,8,15,9,11,8,4,16,2,17,10,10,16,1,12,16,16,12,17,17,18,17,17,18
156,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
157,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,15,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
158,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
159,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
160,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,16,5,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
161,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
162,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,9,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
163,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,11,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,16,17,18
164,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,7,16,16,5,16,9,12,5,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,17,17,18
165,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,18,17,17,18
166,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,1,2,16,16,11,1,10,3,16,1,3,17,17,17,17,17,17
167,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,18,18,18
168,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,8,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
169,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
170,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,11,5,4,16,2,17,10,10,16,1,3,16,16,12,17,17,17,17,17,17
171,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
172,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,13,7,7,14,14,14,9,8,15,15,15,12,16,8,8,16,9,12,10,4,1,2,17,11,11,1,10,3,1,1,13,17,17,18,1,17,18
173,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,17,10,15,1,3,17,15,3,16,16,18,16,16,18
174,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,5,1,6,9,3,10,11,6,6,12,12,12,8,7,13,13,13,6,14,14,5,14,8,10,5,4,1,2,15,15,9,1,1,3,15,1,11,16,16,16,16,16,16
175,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
176,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
177,1,2,3,4,5,5,3,3,3,6,7,8,2,8,7,9,9,10,11,6,12,13,10,10,14,14,14,7,8,15,15,15,12,16,8,8,16,7,12,8,4,1,2,17,11,11,1,9,3,1,1,13,17,17,18,1,17,18
178,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,12,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,11,8,4,16,2,17,10,10,16,1,3,16,16,12,17,17,18,17,17,18
179,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
180,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
181,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,5,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
182,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,1,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,5,12,8,10,5,4,13,2,14,14,9,13,1,3,14,13,3,15,15,15,15,15,15
183,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
184,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
185,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
186,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,15,5,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,17,17,17,17
187,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,13,8,9,9,9,7,14,14,5,14,13,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
188,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,11,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
189,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,11,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
190,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,1,1,3,16,15,3,17,17,17,17,17,17
191,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,18,17,17,18
192,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,8,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
193,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,7,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
194,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
195,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
196,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,5,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
197,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
198,1,2,3,4,3,5,3,3,3,3,6,7,2,7,8,1,1,6,9,3,10,3,6,6,11,11,11,8,7,11,11,11,6,12,12,7,12,8,10,5,4,13,2,14,14,9,13,1,3,14,13,3,15,15,15,15,15,15
199,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,17,10,15,1,3,17,15,3,16,16,18,16,16,18
200,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,8,14,9,11,8,4,15,2,16,16,10,15,1,3,16,15,3,17,17,17,17,17,17
201,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,12,12,12,7,13,13,8,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
202,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,1,2,16,16,11,1,10,3,16,1,3,17,17,18,17,17,18
203,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,7,11,6,12,3,7,7,13,13,13,9,8,14,14,14,7,15,8,8,15,9,12,5,4,16,2,1,1,11,16,10,3,1,16,3,17,17,18,17,17,18
204,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,8,8,14,9,11,5,4,15,2,16,16,10,15,1,3,16,15,3,17,17,18,17,17,18
205,1,2,3,4,5,5,3,3,3,6,7,8,2,8,9,10,10,11,12,6,13,14,11,11,15,15,15,7,8,16,16,16,13,17,8,8,17,9,13,5,4,1,2,18,12,12,1,10,3,1,1,14,18,18,19,1,18,19
206,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,12,12,12,7,13,13,5,13,9,11,5,4,14,2,15,15,10,14,1,3,15,14,3,16,16,16,16,16,16
207,1,2,3,4,3,5,3,3,3,6,7,8,2,8,9,1,1,7,10,6,11,3,7,7,12,12,12,9,8,13,13,13,7,14,14,5,14,9,11,5,4,15,2,16,10,10,15,1,3,15,15,3,16,16,17,16,16,17
208,1,2,3,4,3,5,3,3,3,3,5,6,2,6,7,5,1,5,8,3,9,3,5,5,10,10,10,7,6,10,10,10,5,11,11,9,11,7,9,5,4,1,2,12,12,8,1,1,3,12,1,3,13,13,13,13,13,13
